阿爸	aaba
反戈相向	fgxx
封官许愿	fgxy
风雅	fgya
封印	fgyb
枫叶	fgye
奉养	fgyh
风衣	fgyi
烽烟	fgyj
丰盈	fgyk
风光旖旎	fgyn
蜂拥	fgys
风月	fgyt
风灾	fgzd
奉赠	fgzg
疯子	fgzi
放歌纵酒	fgzj
富贵在天	fgzt
丰足	fgzu
封嘴	fgzv
反躬自问	fgzw
反躬自省	fgzx
防暴	fhbc
放榜	fhbh
方步	fhbu
芳草	fhcc
方才	fhcd
防磁	fhci
放错	fhco
方寸	fhcy
放贷	fhdd
方凳	fhdg
防弹	fhdj
房顶	fhdk
放掉	fhdn
防毒	fhdu
方队	fhdv
防风	fhfg
方方	fhfh
放飞	fhfw
方格	fhge
方根	fhgf
访港	fhgh
放虎归山	fhgu
放狗	fhgz
放好	fhhc
防寒	fhhj
防患	fhhr
放回	fhhv
防黑	fhhw
芳魂	fhhy
房后	fhhz
访查	fhia
防潮	fhic
房车	fhie
防尘	fhif
方尺	fhii
防虫	fhis
纺锤	fhiv
防臭	fhiz
放进	fhjb
风华绝代	fhjd
方剂	fhji
方将	fhjl
房角	fhjn
访旧	fhjq
防具	fhju
方框	fhkl
放了	fhl
芳邻	fhlb
防老	fhlc
放了	fhle
芳龄	fhlk
放量	fhll
方脸	fhlm
废话连篇	fhlp
峰回路转	fhlv
防雷	fhlw
防漏	fhlz
放马	fhma
仿冒	fhmc
房门	fhmf
芳名	fhmk
放牧	fhmu
方能	fhng
放牛	fhnq
房奴	fhnu
房内	fhnw
放屁	fhp
放炮	fhpc
放屁	fhpi
放盘	fhpj
房前	fhqm
访求	fhqq
放权	fhqr
防区	fhqu
放任	fhrf
访日	fhri
风和日丽	fhrl
芳容	fhrs
方糖	fhth
纺纱	fhua
放哨	fhuc
防晒	fhud
防身	fhuf
放生	fhug
放上	fhuh
防暑	fhuu
仿照	fhvc
放债	fhvd
放着	fhve
方丈	fhvh
防撞	fhvl
方桌	fhvo
方砖	fhvr
房主	fhvu
方舟	fhvz
法海无边	fhwb
方外	fhwd
分化瓦解	fhwj
防患未然	fhwr
仿效	fhxn
防锈	fhxq
风花雪月	fhxy
方药	fhyc
凤凰于飞	fhyf
放养	fhyh
方言	fhyj
访友	fhyz
仿造	fhzc
芳泽	fhze
防贼	fhzw
放走	fhzz
风吹草动	ficd
夫唱妇随	fifs
风吹浪打	fild
风尘碌碌	fill
风尘仆仆	fipp
浮出水面	fium
非池中物	fivw
覆巢无完卵	fiwl
放长线钓大鱼	fixy
风吹雨打	fiyd
逢场作戏	fizx
翻倍	fjb
泛白	fjbd
范本	fjbf
反绑	fjbh
反比	fjbi
犯病	fjbk
帆布	fjbu
翻倍	fjbw
饭菜	fjcd
凡此	fjci
犯错	fjco
反打	fjda
翻江倒海	fjdh
反帝	fjdi
反讽	fjfg
反方	fjfh
翻飞	fjfw
梵高	fjgc
反戈	fjge
反光	fjgl
翻过	fjgo
返工	fjgs
反顾	fjgu
番号	fjhc
饭盒	fjhe
返航	fjhh
泛黄	fjhl
犯浑	fjhy
饭后	fjhz
反查	fji
翻炒	fjic
翻车	fjie
反衬	fjif
返程	fjig
饭匙	fjii
帆船	fjir
翻出	fjiu
返京	fjjk
繁简	fjjm
翻搅	fjjn
翻卷	fjjr
饭局	fjju
贩假	fjjx
翻看	fjkj
费尽口舌	fjku
犯困	fjky
烦了	fjl
烦劳	fjlc
翻领	fjlk
饭量	fjll
翻脸	fjlm
烦乱	fjlr
樊笼	fjls
翻录	fjlu
泛绿	fjlv
繁茂	fjmc
繁密	fjmi
反目	fjmu
反美	fjmw
饭囊	fjnh
犯难	fjnj
翻弄	fjns
反扒	fjpa
反聘	fjpb
翻拍	fjpd
饭票	fjpn
反扑	fjpu
泛起	fjqi
烦请	fjqk
翻墙	fjql
饭前	fjqm
烦扰	fjrc
犯人	fjrf
反日	fjri
幡然	fjrj
繁缛	fjru
烦死	fjs
反色	fjse
饭堂	fjth
饭厅	fjtk
反跳	fjtn
饭团	fjtr
饭桶	fjts
矾土	fjtu
犯傻	fjua
翻晒	fjud
繁盛	fjug
犯上	fjuh
番薯	fjuu
反水	fjuv
反手	fjuz
烦着	fjve
发家致富	fjvf
反间之计	fjvj
缚鸡之力	fjvl
饭桌	fjvo
反转	fjvr
抚今追昔	fjvx
泛舟	fjvz
反问	fjwf
藩王	fjwh
反诬	fjwu
分界线	fjx
费尽心机	fjxj
翻修	fjxq
凡需	fjxu
犯下	fjxx
翻寻	fjxy
翻印	fjyb
反咬	fjyc
翻页	fjye
翻涌	fjys
翻阅	fjyt
犯有	fjyz
凡在	fjzd
贩子	fjzi
返祖	fjzu
富可敌国	fkdg
风口浪尖	fklj
放空炮	fkp
反客为主	fkwv
方块字	fkz
风流才子	flcz
焚林而猎	flel
非驴非马	flfm
翻来覆去	flfq
风凉话	flh
飞来横祸	flhh
返老还童	flht
法轮常转	fliv
泛滥成灾	fliz
法兰克福	flkf
风流快活	flkh
纷乱如麻	flrm
风流人物	flrw
风流儒雅	flry
福禄双全	fluq
饭来张口	flvk
法力无边	flwb
法兰西	flx
父老兄弟	flxd
放浪形骸	flxh
父老乡亲	flxq
风流潇洒	flxs
弗洛伊德	flyd
风流韵事	flyu
锋芒逼人	fmbr
粉墨登场	fmdi
父母官	fmg
反目成仇	fmii
风马牛不相及	fmnj
父母亲	fmq
锋芒所向	fmsx
伐毛洗髓	fmxs
分内之事	fnvu
佛殿	fodm
佛法	fofa
佛光	fogl
佛国	fogo
佛骨	fogu
佛号	fohc
佛经	fojk
佛家	fojx
佛龛	fokj
佛门	fomf
佛寺	fosi
佛堂	fot
佛塔	fota
佛堂	foth
佛头	fotz
佛事	foui
佛手	fouz
佛珠	fovu
佛性	foxk
佛像	foxl
佛学	foxt
佛牙	foya
佛爷	foye
佛语	foyu
佛祖	fozu
返璞归真	fpgv
反其道而行之	fqdv
非亲非故	fqfg
放弃了	fql
焚琴煮鹤	fqvh
奋起直追	fqvv
封妻荫子	fqyz
飞禽走兽	fqzu
怫然不悦	frby
福如东海	frdh
繁荣富强	frfq
繁荣昌盛	friu
妇孺皆知	frjv
夫荣妻贵	frqg
奉若神明	frum
发人深思	frus
发人深省	frux
妇人之仁	frvr
放任自流	frzl
怫然作色	frzs
烦死了	fsl
烦死人	fsr
粪土不如	ftbr
肥头大耳	ftde
赴汤蹈火	ftdh
非同儿戏	ftex
翻天覆地	ftfd
非同凡响	ftfx
奉天承运	ftiy
分庭抗礼	ftkl
风土人情	ftrq
非同寻常	ftxi
非同小可	ftxk
非同一般	ftyb
繁体字	ftz
父爱	fuai
伏案	fuan
福报	fubc
伏笔	fubi
伏兵	fubk
副词	fuci
妇德	fude
福地	fudi
浮点	fudm
浮雕	fudn
复方	fufh
复返	fufj
腹稿	fugc
俯首甘为孺子牛	fugn
富国	fugo
复工	fugs
复古	fugu
付给	fugw
腐坏	fuhk
伏虎	fuhu
赴会	fuhv
复婚	fuhy
附后	fuhz
俯冲	fuis
赴京	fujk
副将	fujl
负疚	fujq
愤世嫉俗	fujs
俯拾皆是	fuju
夫君	fujy
父老	fulc
付了	fule
负累	fulw
驸马	fuma
拂逆	funi
富农	funs
覆水难收	funu
复牌	fupd
麸皮	fupi
抚平	fupk
浮漂	fupn
富婆	fupo
肤浅	fuqm
浮桥	fuqn
父权	fuqr
福寿齐天	fuqt
怫然	furj
浮生若梦	furm
服软	furr
妇孺	furu
扶桑	fush
附送	fuss
附随	fusv
富态	futd
俯首帖耳	fute
扶梯	futi
服帖	futp
腹痛	futs
斧头	futz
复生	fuug
釜山	fuuj
风生水起	fuuq
赋税	fuuv
扶手	fuuz
覆辙	fuve
复诊	fuvf
扶正	fuvg
腹胀	fuvh
赋值	fuvi
附着	fuvo
浮肿	fuvs
讣文	fuwf
父王	fuwh
福寿无疆	fuwj
俯卧	fuwo
复位	fuww
翻手为云	fuwy
浮想	fuxl
复选	fuxr
父兄	fuxs
服下	fuxx
副业	fuye
妇婴	fuyk
复原	fuyr
赴约	fuyt
浮云	fuyy
附赠	fuzg
腑脏	fuzh
犯上作乱	fuzl
辅佐	fuzo
富足	fuzu
负罪	fuzv
风烛残年	fvcn
付诸东流	fvdl
辅助码	fvm
反治其身	fvqu
放之四海而皆准	fvsv
福至心灵	fvxl
分之一	fvy
付之一炬	fvyj
粉妆玉琢	fvyv
付之一笑	fvyx
飞针走线	fvzx
飞报	fwbc
非比	fwbi
飞镖	fwbn
飞播	fwbo
分文不取	fwbq
肺部	fwbu
分文不值	fwbv
废词	fwci
飞到	fwdc
飞抵	fwdi
非但	fwdj
防微杜渐	fwdj
沸点	fwdm
废掉	fwdn
飞碟	fwdp
飞渡	fwdu
非得	fwdw
飞蛾	fwe
飞蛾	fwee
非分	fwff
飞鸽	fwge
飞蝗	fwhl
匪患	fwhr
绯红	fwhs
飞回	fwhv
俯卧撑	fwi
匪巢	fwic
肥差	fwid
飞车	fwie
费城	fwig
飞驰	fwii
飞虫	fwis
非经	fwjk
飞溅	fwjm
费解	fwjp
肺痨	fwlc
飞来	fwld
飞了	fwle
飞落	fwlo
飞流	fwlq
肥美	fwmw
肥嫩	fwnf
肥腻	fwni
非难	fwnj
飞鸟	fwnn
肥牛	fwnq
废品	fwpb
飞跑	fwpc
飞盘	fwpj
废票	fwpn
肥婆	fwpo
飞瀑	fwpu
飞禽	fwqb
费钱	fwqm
飞球	fwqq
飞去	fwqu
废人	fwr
飞人	fwrf
繁文缛节	fwrj
肥肉	fwrz
飞洒	fwsa
飞散	fwsj
飞艇	fwtk
废铁	fwtp
非同	fwts
匪徒	fwtu
飞腿	fwtv
肥臀	fwty
费神	fwu
费神	fwuf
飞升	fwug
飞上	fwuh
费时	fwui
飞霜	fwul
肥硕	fwuo
肥瘦	fwuz
废渣	fwva
飞着	fwve
飞涨	fwvh
废纸	fwvi
肥壮	fwvl
肥猪	fwvu
飞泻	fwxp
飞旋	fwxr
飞雪	fwxt
非因	fwyb
扉页	fwye
费油	fwyz
肺脏	fwzh
妃子	fwzi
非我族类	fwzl
飞贼	fwzw
飞走	fwzz
放心不下	fxbx
发祥地	fxd
翻箱倒柜	fxdg
拂袖而去	fxeq
福兮祸所伏	fxhf
逢凶化吉	fxhj
负薪救火	fxjh
发现了	fxl
焚香礼拜	fxlb
方向盘	fxp
法西斯	fxs
放下屠刀	fxtd
放下屠刀立地成佛	fxtf
飞行员	fxy
风行一时	fxyu
抚心自问	fxzw
分一杯羹	fybg
飞扬跋扈	fybh
反义词	fyc
发源地	fyd
浮一大白	fydb
奋勇当先	fydx
蜂拥而来	fyel
翻一番	fyf
附庸风雅	fyfy
风言风语	fyfy
发扬光大	fygd
风云际会	fyjh
风雨兼程	fyji
幅员辽阔	fylk
敷衍了事	fylu
非一日之寒	fyrh
扶摇直上	fyvu
风月无边	fywb
负隅顽抗	fywk
扶摇万里	fywl
浮语虚辞	fyxc
飞檐走壁	fyzb
丰衣足食	fyzu
嘎巴	gaba
嘎嘎	gaga
隔岸观火	gagh
咖喱	gal
旮旯	gala
咖喱	gali
伽马	gama
嘎然	garj
嘎吱	gavi
苟安一隅	gayy
高傲自大	gazd
干巴巴	gbb
怪不得	gbd
寡不敌众	gbdv
搞不好	gbh
敢把皇帝拉下马	gbhm
高不成低不就	gbij
功不可没	gbkm
高不可攀	gbkp
管不了	gbl
官逼民反	gbmf
过不去	gbq
果不其然	gbqr
公报私仇	gbsi
戈壁滩	gbt
跟不上	gbu
管不着	gbv
官卑职小	gbvx
鬼把戏	gbx
甘拜下风	gbxf
各不相让	gbxr
供不应求	gbyq
故步自封	gbzf
高矮	gcai
稿本	gcbf
糕饼	gcbk
高倍	gcbw
高参	gccj
搞错	gcco
搞的	gcde
搞丢	gcdq
搞懂	gcds
告发	gcfa
告负	gcfu
高歌	gcge
高跟	gcgf
高干	gcgj
搞怪	gcgk
高过	gcgo
高工	gcgs
高估	gcgu
高挂	gcgx
搞坏	gchk
膏肓	gchl
搞混	gchy
搞成	gcig
高处	gciu
告吹	gciv
稿酬	gciz
高叫	gcjn
高就	gcjq
高居	gcju
高开	gckd
高亢	gckh
高看	gckj
高亮	gcl
高了	gcle
高丽	gcli
搞乱	gclr
高论	gcly
高帽	gcmc
高妙	gcmn
高难	gcnj
高炮	gcpc
告破	gcpo
搞清	gcq
搞清	gcqk
高强	gcql
高跷	gcqn
高人	gcr
告饶	gcrc
高人	gcrf
高僧	gcsg
高耸	gcss
告退	gct
高台	gctd
高汤	gcth
高谈	gctj
高挑	gctn
搞通	gcts
高徒	gctu
告退	gctv
搞头	gctz
高烧	gcuc
高射	gcue
高声	gcug
高爽	gcul
高枕	gcvf
光彩照人	gcvr
高筑	gcvu
睾丸	gcwj
高息	gcxi
高香	gcxl
高些	gcxp
高悬	gcxr
高下	gcxx
高音	gcyb
膏药	gcyc
羔羊	gcyh
稿约	gcyt
膏油	gcyz
搞砸	gcza
膏泽	gcze
搞脏	gczh
告罪	gczv
高奏	gczz
高蛋白	gdb
丐帮	gdbh
盖茨	gdci
改错	gdco
改道	gddc
该当	gddh
该地	gddi
改掉	gddn
该队	gddv
盖房	gdfh
改稿	gdgc
改改	gdgd
改行	gdhh
更待何时	gdhu
钙化	gdhx
该当何罪	gdhz
割地称臣	gdii
故地重游	gdiy
改嫁	gdjx
改口	gdkz
改了	gdl
改了	gdle
概略	gdlt
盖楼	gdlz
盖帽	gdmc
盖满	gdmj
该你	gdni
刮地皮	gdp
改判	gdpj
钙片	gdpm
过得去	gdq
各得其所	gdqs
改日	gdr
改日	gdri
该死	gds
改色	gdse
该死	gdsi
概算	gdsr
该他	gdta
改天	gdtm
盖头	gdtz
盖上	gduh
盖世	gdui
该说	gduo
盖住	gdvu
改锥	gdvv
功德无量	gdwl
该我	gdwo
改姓	gdxk
功德圆满	gdym
高等院校	gdyx
盖子	gdzi
功到自然成	gdzi
割爱	geai
个把	geba
歌本	gebf
各半	gebj
各部	gebu
割草	gecc
各道	gedc
隔代	gedd
感恩戴德	gedd
各得	gede
咯噔	gedg
歌碟	gedp
孤儿寡妇	gegf
广而告之	gegv
各行	gehh
歌会	gehv
歌喉	gehz
隔成	geig
各尽	gejb
个旧	gejq
隔开	gekd
割裂	gelp
各路	gelu
哥俩	gelx
割脉	gemd
隔膜	gemo
过而能改	geng
歌女	genv
各派	gepd
歌谱	gepu
各期	geqi
隔墙	geql
隔热	gere
割让	gerh
隔日	geri
割肉	gerz
哥嫂	gesc
各色	gese
感恩图报	getb
隔天	getm
各条	getn
个头	getz
割舍	geue
个税	geuv
隔着	geve
搁置	gevi
各占	gevj
歌王	gewh
公而忘私	gews
各系	gexi
各校	gexn
改恶向善	gexu
隔音	geyb
歌谣	geyc
隔夜	geye
歌艺	geyi
恭而有礼	geyl
阁员	geyr
歌咏	geys
各族	gezu
跟班	gfbj
功夫不负有心人	gfbr
根部	gfbu
跟从	gfcs
跟打	gfd
跟打	gfda
根底	gfdi
跟单	gfdj
根雕	gfdn
跟斗	gfdz
跟风	gff
跟风	gffg
亘古	gfgu
根号	gfhc
根茎	gfjk
跟腱	gfjm
根绝	gfjt
跟了	gfl
跟了	gfle
高风亮节	gflj
根苗	gfmn
跟你	gfn
跟你	gfni
跟前	gfq
跟前	gfqm
跟他	gft
跟他	gfta
跟帖	gftp
跟上	gfu
跟上	gfuh
根式	gfui
跟庄	gfvl
跟我	gfw
跟我	gfwo
根系	gfxi
根须	gfxu
官复原职	gfyv
根由	gfyz
根子	gfzi
亘古不灭	ggbm
格格不入	ggbr
更惨	ggc
更惨	ggcj
更低	ggdi
更迭	ggdp
更短	ggdr
耕读	ggdu
更烦	ggf
更烦	ggfj
更广	gggl
高高挂起	gggq
功高盖世	gggu
更差	ggi
更差	ggia
更长	ggih
更近	ggjb
归根结底	ggjd
干干净净	ggjj
恭恭敬敬	ggjj
更将	ggjl
各个击破	ggjp
更久	ggjq
更慢	ggmj
更美	ggmw
更年	ggnm
更趋	ggqu
更热	ggr
更热	ggre
歌功颂德	ggsd
梗塞	ggse
梗死	ggsi
羹汤	ggth
更替	ggti
耕田	ggtm
庚帖	ggtp
更少	ggu
更少	gguc
更是	ggui
耕者	ggve
更张	ggvh
过关斩将	ggvj
功高震主	ggvv
更无	ggwu
亘古未有	ggwy
官官相护	ggxh
高官显爵	ggxj
更想	ggxl
更显	ggxm
更小	ggxn
高高兴兴	ggxx
更衣	ggyi
更应	ggyk
供过于求	ggyq
更远	ggyr
耿耿于心	ggyx
更早	ggz
更早	ggzc
骨鲠在喉	ggzh
耕作	ggzo
高高在上	ggzu
改过自新	ggzx
港币	ghb
港币	ghbi
钢板	ghbj
刚被	ghbw
刚从	ghcs
刚到	ghdc
钢锭	ghdk
港督	ghdu
港府	ghfu
钢管	ghgr
港股	ghgu
钢轨	ghgv
各行各业	ghgy
刚够	ghgz
刚会	ghhv
钢化	ghhx
刚出	ghi
钢叉	ghia
纲常	ghih
钢窗	ghil
过河拆桥	ghiq
刚出	ghiu
钢筋	ghjb
纲纪	ghji
刚劲	ghjk
肛交	ghjn
港姐	ghjp
港九	ghjq
钢锯	ghju
钢架	ghjx
钢盔	ghkv
刚来	ghld
钢缆	ghlj
钢梁	ghll
刚烈	ghlp
钢轮	ghly
岗楼	ghlz
肛门	ghmf
刚猛	ghmg
刚满	ghmj
纲目	ghmu
港片	ghp
钢坯	ghpi
港片	ghpm
钢钎	ghqm
刚巧	ghqn
钢圈	ghqr
刚柔	ghr
港人	ghrf
隔行如隔山	ghru
蛊惑人心	ghrx
刚柔	ghrz
钢丝	ghsi
钢索	ghso
岗亭	ghtk
钢条	ghtn
港式	ghu
岗哨	ghuc
钢绳	ghug
港商	ghuh
港式	ghui
勾魂摄魄	ghup
钢水	ghuv
钢爪	ghvc
钢针	ghvf
刚正	ghvg
刚直	ghvi
钢珠	ghvu
港务	ghwu
刚性	ghxk
刚学	ghxt
恭贺新禧	ghxx
钢牙	ghya
钢印	ghyb
孤魂野鬼	ghyg
刚毅	ghyi
刚硬	ghyk
刚勇	ghys
刚玉	ghyu
刚走	ghz
港资	ghzi
刚走	ghzz
高处不胜寒	gibh
肝肠寸断	gicd
高潮迭起	gidq
共产党员	gidy
歌唱家	gij
觥筹交错	gijc
国仇家恨	gijh
各持己见	gijj
攻城略地	gild
干柴烈火	gilh
功成名就	gimj
鼓唇弄舌	ginu
功成身退	giut
贯彻执行	givx
共产主义	givy
高出一筹	giyi
肝癌	gjai
赶奔	gjbf
感激不尽	gjbj
恭敬不如从命	gjbm
干瘪	gjbp
甘草	gjcc
干菜	gjcd
敢打	gjda
甘当	gjdh
甘地	gjdi
干掉	gjdn
干爹	gjdp
感恩	gje
感恩	gjen
干粉	gjff
干饭	gjfj
孤军奋战	gjfv
国际歌	gjg
诡谲怪诞	gjgd
干戈	gjge
各家各户	gjgh
敢干	gjgj
感光	gjgl
干过	gjgo
赶工	gjgs
干股	gjgu
各就各位	gjgw
干好	gjhc
赶海	gjhd
干涸	gjhe
感怀	gjhk
赶回	gjhv
感化	gjhx
干吼	gjhz
干柴	gjid
赶车	gjie
杆秤	gjig
赶场	gjih
故伎重演	gjiy
柑橘	gjju
赶考	gjkc
干咳	gjke
干枯	gjku
感喟	gjkv
甘霖	gjlb
赶来	gjld
干了	gjle
干冷	gjlg
干粮	gjll
干练	gjlm
干流	gjlq
甘露	gjlu
干嘛	gjma
赶忙	gjmh
国计民生	gjmu
纲举目张	gjmv
干娘	gjnl
感念	gjnm
干呕	gjou
赶跑	gjp
赶跑	gjpc
干啤	gjpi
感佩	gjpw
干亲	gjqb
赶巧	gjqn
甘泉	gjqr
赶去	gjqu
甘居人后	gjrh
拱肩缩背	gjsb
干涩	gjse
赶趟	gjth
甘甜	gjtm
干啥	gjua
肝肾	gjuf
赶尽杀绝	gjuj
干爽	gjul
敢说	gjuo
孤军深入	gjur
甘薯	gjuu
甘蔗	gjve
感知	gjvi
古今中外	gjvw
赣州	gjvz
敢问	gjwf
干完	gjwj
甘为	gjww
干洗	gjxi
甘休	gjxq
赶下	gjxx
更进一步	gjyb
敢用	gjys
官架子	gjz
赶在	gjzd
甘孜	gjzi
敢做	gjzo
赶走	gjzz
怪病	gkb
怪病	gkbk
怪才	gkc
怪才	gkcd
怪诞	gkd
拐带	gkdd
怪诞	gkdj
拐点	gkdm
拐棍	gkgy
怪话	gkh
怪话	gkhx
拐角	gkj
拐进	gkjb
拐角	gkjn
光可鉴人	gkjr
怪了	gkl
孤苦伶仃	gkld
怪了	gkle
鬼哭狼嚎	gklh
怪脸	gklm
怪论	gkly
拐卖	gkm
拐卖	gkmd
乖谬	gkmq
怪你	gkn
怪你	gkni
怪癖	gkp
拐跑	gkpc
怪癖	gkpi
乖巧	gkqn
怪圈	gkqr
怪人	gkr
怪人	gkrf
怪他	gkt
怪他	gkta
怪胎	gktd
怪谈	gktj
怪声	gkug
怪谁	gkuv
怪谁	gkuw
怪兽	gkuz
怪招	gkvc
怪我	gkw
拐弯	gkwj
怪我	gkwo
感慨万千	gkwq
怪味	gkww
甘苦与共	gkyg
怪样	gkyh
功亏一篑	gkyk
怪罪	gkz
怪哉	gkzd
怪罪	gkzv
光标	glb
广本	glbf
光斑	glbj
光标	glbn
哥伦比亚	glby
广岛	gldc
咣当	gldh
广发	glfa
光复	glfu
逛逛	glgl
光棍	glgy
光火	glho
告老还乡	glhx
顾虑重重	glii
光靠	glkc
孤零零	gll
广陵	gllk
光溜	gllq
广袤	glmc
广漠	glmo
光年	gln
广纳	glna
光能	glng
光年	glnm
光凭	glp
光凭	glpk
光谱	glpu
光圈	glqr
光速	gls
光色	glse
光速	glsu
光头	glt
光秃	gltu
光头	gltz
光束	glu
广厦	glua
光是	glui
光说	gluo
光束	gluu
广受	gluz
光着	glve
光柱	glvu
官僚主义	glvy
孤立无援	glwy
光想	glxl
光耀	glyc
光影	glyk
光源	glyr
广域	glyu
光晕	glyy
光子	glzi
过目不忘	gmbw
关门打狗	gmdg
关门大吉	gmdj
沽名钓誉	gmdy
鬼门关	gmg
怪模怪样	gmgy
改名换姓	gmhx
过目成诵	gmis
功名利禄	gmll
光明正大	gmvd
光芒万丈	gmwv
鬼迷心窍	gmxq
敢怒不敢言	gnby
高难度	gnd
敢怒而不敢言	gney
更年期	gnq
肝脑涂地	gntd
锅巴	goba
国宾	gobb
过磅	gobh
过半	gobj
国标	gobn
果菜	gocd
国策	goce
国粹	gocv
过当	godh
过电	godm
果冻	gods
国法	gofa
果脯	gofu
锅盖	gogd
果敢	gogj
国共	gogs
国号	gohc
过河	gohe
国航	gohh
过户	gohu
国徽	gohv
国魂	gohy
过场	goih
国耻	goii
国仇	goiz
过紧	gojb
果决	gojt
国剧	goju
过宽	gokr
锅盔	gokv
过劳	golc
国骂	goma
国名	gomk
过目	gomu
国难	gonj
果皮	gopi
果盘	gopj
国强	goql
过谦	goqm
过桥	goqn
国球	goqq
果肉	gorz
国色	gose
果酸	gosr
果糖	goth
锅贴	gotp
裹腿	gotv
过头	gotz
国税	gouv
国手	gouz
裹着	gove
果真	govf
过账	govh
锅庄	govl
裹住	govu
过完	gowj
国务	gowu
果味	goww
过小	gox
过隙	goxi
果香	goxl
过小	goxn
裹挟	goxp
国学	goxt
国药	goyc
过夜	goye
过眼	goyj
国乐	goyt
裹扎	goza
裹在	gozd
国葬	gozh
果子	gozi
裹足	gozu
国贼	gozw
狗皮膏	gpg
狗皮膏药	gpgy
国破家亡	gpjw
顾盼生姿	gpuz
公平无私	gpws
攻其不备	gqbb
顾前不顾后	gqbh
顾全大局	gqdj
过去了	gql
归去来兮	gqlx
各取所长	gqsi
各取所需	gqsx
苟且偷生	gqtu
苟且之心	gqvx
苟全性命	gqxm
攻其一点	gqyd
隔墙有耳	gqye
鼓起勇气	gqyq
感情用事	gqyu
过期作废	gqzf
供认不讳	grbh
刚柔并济	grbj
关灯	grdg
官邸	grdi
关掉	grdn
贵人多忘事	grdu
嘎然而止	grev
感人肺腑	grff
惯犯	grfj
官府	grfu
观感	grgj
关过	grgo
管管	grgr
关公	grgs
关顾	grgu
鳏寡	grgx
管好	grhc
观海	grhd
官宦	grhr
官话	grhx
观后	grhz
观潮	gric
官差	grid
关窗	gril
关紧	grjb
观景	grjk
管教	grjn
灌酒	grjq
骨软筋酥	grjs
固若金汤	grjt
官居	grju
关卡	grka
管控	grks
关了	grle
骨肉离散	grls
管路	grlu
关贸	grmc
官迷	grmi
灌满	grmj
冠名	grmk
冠冕	grmm
灌木	grmu
官能	grng
管你	grni
关内	grnw
关起	grqi
关卡	grqx
官人	grrf
灌入	grru
观赛	grsd
观色	grse
关头	grt
管他	grta
关停	grtk
骨肉团圆	grty
管事	grui
管谁	gruw
关着	grve
馆长	grvh
罐装	grvl
关外	grwd
管我	grwo
官位	grww
骨肉相残	grxc
刚柔相济	grxj
骨肉相连	grxl
官窑	gryc
高人一等	gryd
官样	gryh
冠以	gryi
改容易貌	grym
管用	grys
管乐	gryt
官运	gryy
管子	grzi
惯纵	grzs
灌醉	grzv
各人自扫门前雪	grzx
工本	gsbf
工笔	gsbi
弓背	gsbw
公厕	gsce
供词	gsci
隔三差五	gscw
宫灯	gsdg
工党	gsdh
共担	gsdj
公爹	gsdp
工段	gsdr
宫娥	gsee
功法	gsfa
供奉	gsfg
攻防	gsfh
贡嘎	gsga
功盖	gsgd
公干	gsgj
功过	gsgo
古色古香	gsgx
恭贺	gshe
公函	gshj
恭候	gshz
公差	gsid
功臣	gsif
公尺	gsii
共处	gsiu
隔三岔五	gsiw
工匠	gsjl
贡酒	gsjq
公爵	gsjt
工卡	gska
工矿	gskl
公私两便	gslb
工龄	gslk
工料	gsln
公论	gsly
供楼	gslz
宫门	gsmf
共勉	gsmm
公墓	gsmu
工农	gsns
弓弩	gsnu
宫女	gsnv
宫内	gsnw
贡品	gspb
公派	gspd
工棚	gspg
攻破	gspo
躬亲	gsqb
工钱	gsqm
拱桥	gsqn
公权	gsqr
宫阙	gsqt
各司其职	gsqv
各色人等	gsrd
攻入	gsru
公诉	gssu
公孙	gssy
公推	gstv
攻杀	gsua
躬身	gsuf
公升	gsug
公署	gsuu
恭顺	gsuy
攻守	gsuz
弓着	gsve
共振	gsvf
工装	gsvl
供桌	gsvo
宫外	gswd
公网	gswh
工薪	gsxb
公选	gsxr
供血	gsxt
攻下	gsxx
弓腰	gsyc
公演	gsyj
公杂	gsza
公仔	gszd
顾头不顾尾	gtbw
共同点	gtd
感天动地	gtdd
故态复萌	gtfm
鬼头鬼脑	gtgn
高抬贵手	gtgu
感叹号	gth
改头换面	gthm
狗头军师	gtju
瓜田李下	gtlx
管他三七二十一	gtsy
光秃秃	gtt
感同身受	gtuu
歌台舞榭	gtwx
孤傲	guao
古堡	gubc
古币	gubi
古板	gubj
姑表	gubn
谷草	gucc
谷仓	guch
故此	guci
更上层楼	gucl
孤岛	gudc
谷底	gude
鼓荡	gudh
故地	gudi
孤儿	guer
古法	gufa
孤帆	gufj
古佛	gufo
公事公办	gugb
孤高	gugc
股改	gugd
骨鲠	gugg
公说公有理	gugl
故国	gugo
姑姑	gugu
孤寡	gugx
各式各样	gugy
孤寒	guhj
蛊惑	guho
固化	guhx
孤魂	guhy
古刹	guia
各抒己见	gujj
固件	gujm
骨胶	gujn
骨节	gujp
古旧	gujq
孤军	gujy
谷糠	gukh
孤苦	guku
孤零	gulk
古龙	guls
鼓楼	gulz
姑妈	guma
高深莫测	gumc
谷米	gumi
故名	gumk
古庙	gumn
估摸	gumo
古墓	gumu
顾念	gunm
孤女	gunv
骨牌	gupd
骨盆	gupf
顾盼	gupj
姑婆	gupo
古朴	gupu
古琴	guqb
古钱	guqm
故去	guqu
高手如云	gury
姑嫂	gusc
古松	guss
姑苏	gusu
古塔	guta
固态	gutd
古藤	gutg
