的	dik
天候	tin heu
天倫	tin lxn
天倫之樂	tin lxn zi lok
天價	tin ga
天元區	tin yvn kxi
天光	tin gwoj
天光墟	tin gwoj hxi
天光大白	tin gwoj dai bak
天兒	tin yi
天兔座	tin tou zo
天全	tin cvn
天全縣	tin cvn yvn
天公	tin guj
天公不作美	tin guj bet zok mri
天公地道	tin guj dri dou
天兵	tin bij
天兵天將	tin bij tin zxj
天冬氨酸	tin duj on svn
天冬苯丙二肽酯	tin duj bun bij yi tai zi
天冬酰胺	tin duj sin on
天冷	tin laj
天分	tin fen
天前配	tin cin pui
天南地北	tin nam dri bek
天南海北	tin nam hoi bek
天口	tin heu
天台	tin toi
天台宗	tin toi zuj
天台山	tin toi san
天台縣	tin toi yvn
天各一方	tin gok yet foj
天后	tin heu
天后廟	tin heu miu
天后站	tin heu zam
天后誕	tin heu dan
天呀	tin a
天命	tin mij
天哪	tin na
天國	tin gwok
天地	tin dri
天地懸隔	tin dri yvn gak
天地會	tin dri wui
天地有正氣	tin dri yeu zij hri
天地玄黃	tin dri yvn woj
天地線	tin dri sin
天地良心	tin dri lxj sem
天城文	tin sij men
天堂	tin toj
天堂鳥	tin toj niu
天塹	tin cim
天壇	tin tan
天壇大佛	tin tan dai fed
天壇座	tin tan zo
天壤	tin yxj
天壤之別	tin yxj zi bid
天外	tin joi
天外來客	tin joi loi hak
天大	tin dai
天天	tin tin
天妒英才	tin dou yij coi
天婦羅	tin fu lo
天子	tin zi
天字	tin zi
天字第一號	tin zi dei yet hou
天孫娘娘	tin svn nxj nxj
天安門	tin on mun
天安門事件	tin jon mun si gin
天安門廣場	tin on mun gwoj cxj
天安門開了	tin on mun hoi liu
天宮	tin guj
天寒地凍	tin hon dri duj
天寧	tin nij
天寧區	tin nij kxi
天山	tin san
天山區	tin san kxi
天峨	tin jo
天峨縣	tin jo yvn
天峻	tin zxn
天峻縣	tin zxn yvn
天崩地裂	tin bej dri lid
天差地別	tin ca dri bid
天差地遠	tin ca dri yvn
天帝	tin dei
天幕	tin mok
天干	tin gon
天平	tin pij
天平動	tin pij duj
天年	tin nin
天幸	tin hej
天底	tin dei
天底下	tin dei ha
天府	tin fu
天府之國	tin fu zi gwok
天庭	tin tij
天從人願	tin cuj yen yvn
天心	tin sem
天心區	tin sem kxi
天性	tin sij
天意	tin yi
天懸地隔	tin yvn dri gak
天成	tin sij
天才	tin coi
天才出自勤奮	tin coi cxt zi ken fen
天打雷劈	tin da lxi prk
天拿水	tin na sxi
天搖地轉	tin yiu dri zvn
天擇	tin zak
天敵	tin dik
天數	tin sou
天文	tin men
天文台	tin men toi
天文單位	tin men dan wei
天文學	tin men hok
天文學大成	tin men hok dai sij
天文學家	tin men hok ga
天文館	tin men gun
天方	tin foj
天方夜談	tin foj yr tam
天方夜譚	tin foj yr tam
天旋地轉	tin svn dri zvn
天旱	tin hon
天明	tin mij
天昏地暗	tin fen dri em
天星碼頭	tin sij ma teu
天時	tin si
天時冷	tin si laj
天時地利	tin si dri lri
天時地利人和	tin si dri lri yen wo
天時旱	tin si hon
天時暑熱	tin si sv yid
天時熱	tin si yid
天晴	tin cij
天曉得	tin hiu dek
天曚光	tin moj gwoj
天書	tin sv
天有不測風雲	tin yeu bet cak fuj wen
天有不測風雲人有旦夕禍福	tin yeu bet cak fuj wen yen yeu dan zik wo fuk
天朝	tin ciu
天枰座	tin pij zo
天柱	tin cv
天柱縣	tin cv yvn
天桃	tin tou
天梯	tin tei
天棚	tin paj
天樞	tin sv
天樞星	tin sv sij
天橋	tin kiu
天橋區	tin kiu kxi
天橋立	tin kiu lap
天機	tin gri
天機不可泄漏	tin gri bet ho sit leu
天機不可泄露	tin gri bet ho sit lou
天機不可洩漏	tin gri bet ho sit leu
天權	tin kvn
天次	tin ci
天殺的	tin sat dik
天氣	tin hri
天氣報告	tin hri bou gou
天氣預告	tin hri yv gou
天氣預報	tin hri yv bou
天水	tin sxi
天水圍	tin sxi wei
天水圍飛馬	tin sxi wei fri ma
天水地區	tin sxi dri kxi
天水市	tin sxi si
天池	tin ci
天河	tin ho
天河公園	tin ho guj yvn
天河區	tin ho kxi
天河客運站	tin ho hak wen zam
天津	tin zxn
天津外國語大學	tin zxn joi gwok yv dai hok
天津大學	tin zxn dai hok
天津市	tin zxn si
天津會議專條	tin zxn wui yi zvn tiu
天津條約	tin zxn tiu yxk
天津環球金融中心	tin zxn wan keu gem yuj zuj sem
天涯	tin jai
天涯何處無芳草	tin jai ho cv mou foj cou
天涯比鄰	tin jai bri lxn
天涯海角	tin jai hoi gok
天涯若比鄰	tin jai yxk bri lxn
天淵	tin yvn
天淵之別	tin yvn zi bid
天溝	tin keu
天演	tin yin
天演論	tin yin lxn
天漢	tin hon
天災	tin zoi
天災人禍	tin zoi yen wo
天災地孽	tin zoi dri yip
天無絕人之路	tin mou zvt yen zi lou
天然	tin yin
天然本地	tin yin bun dri
天然橡膠	tin yin zxj gau
天然毒素	tin yin duk sou
天然氣	tin yin hri
天然照亮	tin yin ziu lxj
天然白虎湯	tin yin bak fu toj
天然絲	tin yin si
天然纖維	tin yin cim wei
天然資源	tin yin zi yvn
天然鈾	tin yin yeu
天燕座	tin yin zo
天爐座	tin lou zo
天父	tin fu
天牛	tin jeu
天狼星	tin loj sij
天王	tin woj
天王巨星	tin woj gxi sij
天王星	tin woj sij
天球	tin keu
天球赤道	tin keu crk dou
天理	tin lri
天理不容	tin lri bet yuj
天理教	tin lri gau
天理難容	tin lri nan yuj
天琴座	tin kem zo
天琴星座	tin kem sij zo
天璇	tin svn
天璣	tin gri
天生	tin saj
天生一對	tin saj yet dxi
天生天養	tin saj tin yxj
天生的一對	tin saj dik yet dxi
天生麗質	tin saj lei zed
天界	tin gai
天癸	tin gwei
天皇	tin woj
天皇巨星	tin woj gxi sij
天皰瘡	tin pau coj
天真	tin zen
天真無邪	tin zen mou cr
天真爛漫	tin zen lan man
天眼	tin jan
天祝縣	tin zuk yvn
天祝藏族自治縣	tin zuk zoj zuk zi zi yvn
天神	tin sen
天祿	tin luk
天秤	tin pij
天秤座	tin pij zo
天空	tin huj
天穿日	tin cvn yed
天窗	tin cxj
天竺	tin zuk
天竺牡丹	tin zuk mau dan
天竺葵	tin zuk quei
天竺鼠	tin zuk sv
天等	tin dej
天等縣	tin dej yvn
天箭座	tin zin zo
天篷	tin puj
天籟	tin lai
天糊	tin wu
天經地義	tin gij dri yi
天網恢恢	tin moj fui fui
天網恢恢疏而不失	tin moj fui fui so yi bet sed
天網恢恢疏而不漏	tin moj fui fui so yi bet leu
天線	tin sin
天線寶寶	tin sin bou bou
天罡星	tin goj sij
天羅地網	tin lo dri moj
天翻地覆	tin fan dri fuk
天老兒	tin lou yi
天老爺	tin lou yr
天職	tin zik
天腳底	tin gxk dei
天臺	tin toi
天舟座	tin zeu zo
天良	tin lxj
天色	tin sik
天花	tin fa
天花亂墜	tin fa lvn zxi
天花板	tin fa ban
天花病毒	tin fa brj duk
天花龍鳳	tin fa luj fuj
天荒地老	tin foj dri lou
天葬	tin zoj
天藍	tin lam
天藍色	tin lam sik
天虹	tin huj
天螻	tin leu
天蟹座	tin hai zo
天蠍	tin kid
天蠍座	tin kit zo
天行赤眼	tin hej crk jan
天衣無縫	tin yi mou fuj
天要落雨娘要嫁人	tin yiu lok yv nxj yiu ga yen
天誅	tin zv
天誅地滅	tin zv dri mid
天譴	tin hin
天象	tin zxj
天象儀	tin zxj yi
天貓座	tin mau zo
天貝	tin bui
天資	tin zi
天賜	tin ci
天賦	tin fu
天趣	tin cxi
天跌落嚟當被冚	tin dit lok lri doj pri kem
天路歷程	tin lou lik cij
天車	tin cr
天造地設	tin zou dri cid
天道	tin dou
天道酬勤	tin dou ceu ken
天邊	tin bin
天那水	tin na sxi
天鎮	tin zen
天鎮縣	tin zen yvn
天長	tin cxj
天長地久	tin cxj dri geu
天長市	tin cxj si
天長日久	tin cxj yet geu
天門	tin mun
天門冬	tin mun duj
天門冬科	tin mun duj fo
天門市	tin mun si
天陰	tin yem
天陰陰	tin yem yem
天際	tin zei
天險	tin him
天雨路滑	tin yv lou wad
天雨順延	tin yv sxn yin
天電	tin din
天靈蓋	tin lij goi
天青石	tin cij srk
天頂	tin drj
天順	tin sxn
天頭	tin teu
天風	tin fuj
天香國色	tin hxj gwok sik
天馬行空	tin ma hej huj
天驚石破	tin gij srk po
天體	tin tei
天體主義	tin tei zv yi
天體光譜學	tin tei gwoj pou hok
天體力學	tin tei lik hok
天體演化學	tin tei yin fa hok
天體營	tin tei yij
天體物理	tin tei met lri
天體物理學	tin tei met lri hok
天體物理學家	tin tei met lri hok ga
天高地厚	tin gou dri heu
天高皇帝遠	tin gou woj dei yvn
天魔	tin mo
天鴿座	tin gap zo
天鵝	tin jo
天鵝座	tin jo zo
天鵝湖	tin jo wu
天鵝絨	tin jo yuj
天鶴座	tin hok zo
天鷹座	tin yij zo
天麩羅	tin fu lo
天麻	tin ma
天黑	tin hek
天龍八部	tin luj bat bou
天龍座	tin luj zo
太上	tai sxj
太上皇	tai sxj woj
太保	tai bou
太保市	tai bou si
太倉	tai coj
太倉市	tai coj si
太傅	tai fu
太僕	tai buk
太僕寺	tai buk zi
太僕寺卿	tai buk zi hij
太僕寺旗	tai buk zi kri
太公	tai guj
太公兵法	tai guj bij fad
太公分豬肉 	tai guj fen zv yuk 
太公望	tai guj moj
太公釣魚願者上鉤	tai guj diu yv yvn zr sxj jeu
太初	tai co
太半	tai bun
太原	tai yvn
太原市	tai yvn si
太古	tai gu
太古代	tai gu doi
太古城	tai gu sij
太古宙	tai gu zeu
太古洋行	tai gu yxj hoj
太史令	tai si lij
太史公	tai si guj
太后	tai heu
太和	tai wo
太和區	tai wo kxi
太和殿	tai wo din
太和縣	tai wo yvn
太大	tai dai
太太	tai tai
太夫人	tai fu yen
太奶奶	tai nai nai
太好了	tai hou liu
太妃糖	tai fri toj
太妹	tai mui
太婆	tai po
太子	tai zi
太子丹	tai zi dan
太子十三峰	tai zi sep sam fuj
太子太保	tai zi tai bou
太子女	tai zi nxi
太子河區	tai zi ho kxi
太子港	tai zi goj
太子爺	tai zi yr
太子道	tai zi dou
太子黨	tai zi doj
太學	tai hok
太守	tai seu
太宗	tai zuj
太師	tai si
太師椅	tai si yi
太常	tai sxj
太平	tai pij
太平公主	tai pij guj zv
太平區	tai pij kxi
太平天國	tai pij tin gwok
太平山	tai pij san
太平山頂	tai pij san drj
太平市	tai pij si
太平廣記	tai pij gwoj gri
太平御覽	tai pij yv lam
太平洋	tai pij yxj
太平洋區域	tai pij yxj kxi wik
太平洋周邊	tai pij yxj zeu bin
太平洋戰爭	tai pij yxj zin zej
太平洋潛鳥	tai pij yxj cim niu
太平洋聯合鐵路	tai pij yxj lvn hep tit lou
太平洋週邊	tai pij yxj zeu bin
太平清醮	tai pij cij ziu
太平盛世	tai pij sij sei
太平紳士	tai pij sen si
太平鋪	tai pij pou
太平門	tai pij mun
太平間	tai pij gan
太平鳥	tai pij niu
太座	tai zo
太康	tai hoj
太康縣	tai hoj yvn
太極	tai gik
太極劍	tai gik gim
太極圖	tai gik tou
太極圖說	tai gik tou svd
太極拳	tai gik kvn
太歲	tai sxi
太歲頭上動土	tai sxi teu sxj duj tou
太液池	tai yik ci
太湖	tai wu
太湖縣	tai wu yvn
太爺	tai yr
太白	tai bak
太白山	tai bak san
太白星	tai bak sij
太白粉	tai bak fen
太白縣	tai bak yvn
太監	tai gam
太石村	tai srk cvn
太祖	tai zou
太空	tai huj
太空人	tai huj yen
太空探索	tai huj tam sak
太空服	tai huj fuk
太空梭	tai huj so
太空步	tai huj bou
太空漫步	tai huj man bou
太空穿梭機	tai huj cvn so gri
太空站	tai huj zam
太空舞步	tai huj mou bou
太空船	tai huj svn
太空艙	tai huj coj
太空行走	tai huj hej zeu
太空衫	tai huj sam
太空褸	tai huj leu
太空遊	tai huj yeu
太空飛船	tai huj fri svn
太老爺	tai lou yr
太虛	tai hxi
太行山	tai hej san
太谷	tai guk
太谷縣	tai guk yvn
太過	tai gwo
太醫	tai yi
太長	tai cxj
太陰	tai yem
太陰曆	tai yem lik
太陽	tai yxj
太陽光	tai yxj gwoj
太陽光柱	tai yxj gwoj cv
太陽公司	tai yxj guj si
太陽劇團	tai yxj krk tvn
太陽報	tai yxj bou
太陽微系統公司	tai yxj mri hei tuj guj si
太陽日	tai yxj yed
太陽曆	tai yxj lik
太陽永不落	tai yxj wij bet lok
太陽油	tai yxj yeu
太陽活動	tai yxj wut duj
太陽照在桑乾河上	tai yxj ziu zoi soj gon ho sxj
太陽燈	tai yxj dej
太陽眼鏡	tai yxj jan grj
太陽神	tai yxj sen
太陽神經叢	tai yxj sen gij cuj
太陽神計劃	tai yxj sen gei wak
太陽穴	tai yxj yvd
太陽窗	tai yxj cxj
太陽窩	tai yxj wo
太陽系	tai yxj hei
太陽翼	tai yxj yik
太陽能	tai yxj nej
太陽能板	tai yxj nej ban
太陽能電池	tai yxj nej din ci
太陽花	tai yxj fa
太陽蛋	tai yxj dan
太陽輪	tai yxj lxn
太陽輻射	tai yxj fuk sr
太陽鏡	tai yxj grj
太陽電池	tai yxj din ci
太陽電池板	tai yxj din ci ban
太陽風	tai yxj fuj
太陽馬戲團	tai yxj ma hri tvn
太陽黑子	tai yxj hek zi
太陽黑子周	tai yxj hek zi zeu
太難	tai nan
太高	tai gou
太魯閣	tai lou gok
太魯閣族	tai lou gok zuk
太麻里	tai ma lri
太麻里鄉	tai ma lri hxj
太鼓	tai gu
夫人	fu yen
夫倡婦隨	fu cxj fu cxi
夫君	fu gwen
夫唱婦隨	fu cxj fu cxi
夫妻	fu cei
夫妻反目	fu cei fan muk
夫妻店	fu cei dim
夫妻相	fu cei sxj
夫妻肺片	fu cei fei pin
夫妻臉	fu cei lim
夫婦	fu fu
夫婿	fu sei
夫子	fu zi
夫子自道	fu zi zi dou
夫役	fu yik
夫權	fu kvn
夫餘	fu yv
夭亡	yiu moj
夭心夭肺	yiu sem yiu fei
夭折	yiu zid
夭桃穠李	yiu tou nuj lri
央中	yxj zuj
央及	yxj kep
央告	yxj gou
央求	yxj keu
央行	yxj hoj
央視	yxj si
央視國際	yxj si gwok zei
央託	yxj tok
央財	yxj coi
夯具	haj gxi
夯土	haj tou
夯土機	haj tou gri
夯實	haj sed
夯歌	haj go
夯漢	haj hon
夯砣	haj to
失主	set zv
失之交臂	set zi gau bri
失之東隅收之桑榆	set zi duj yv seu zi soj yv
失之毫厘謬以千里	set zi hou lri meu yi cin lri
失之毫釐差之千里	set zi hou lri ca zi cin lri
失之毫釐差以千里	set zi hou lri ca yi cin lri
失事	set si
失信	set sxn
失修	set seu
失傳	set cvn
失儀	set yi
失利	set lri
失勢	set sei
失匙夾萬	set si gap man
失去	set hxi
失口	set heu
失和	set wo
失單	set dan
失地	set dri
失墜	set zxi
失失慌	set set foj
失威	set wei
失婚	set fen
失學	set hok
失守	set seu
失宜	set yi
失察	set cad
失實	set sed
失寫症	set sr zij
失寵	set cuj
失常	set sxj
失張失智	set zxj set zi
失德	set dek
失怙	set wu
失恃	set ci
失悔	set fui
失意	set yi
失態	set tai
失憶	set yik
失憶症	set yik zij
失戀	set lvn
失手	set seu
失打	set da
失拖	set to
失掉	set diu
失控	set huj
失措	set cou
失效	set hau
失效日期	set hau yet kri
失敗	set bai
失敗主義	set bai zv yi
失敗乃成功之母	set bai nai sij guj zi mou
失敗是成功之母	set bai si sij guj zi mou
失敗者	set bai zr
失散	set san
失敬	set gij
失明	set mij
失智症	set zi zij
失望	set moj
失期	set kri
失枕	set zem
失格	set gak
失業	set yip
失業率	set yip lxd
失業者	set yip zr
失歡	set fun
失火	set fo
失物	set med
失物招領	set met ziu lij
失物認領	set met yij lij
失獨	set duk
失獨家庭	set duk ga tij
失當	set doj
失盜	set dou
失真	set zen
失眠	set min
失眠症	set min zij
失瞻	set zim
失神	set sen
失禁	set gem
失禮	set lei
失禮人	set lei yen
失禮死人	set lei sri yen
失竊	set sid
失笑	set siu
失策	set cak
失算	set svn
失節	set zid
失約	set yxk
失縱	set zuj
失而復得	set yi fuk dek
失聯	set lvn
失聰	set cuj
失聲	set srj
失職	set zik
失色	set sik
失落	set lok
失落感	set lok gem
失著	set zxk
失血	set hvd
失血性貧血	set hvt sij pen hvd
失衡	set hej
失言	set yin
失語	set yv
失語症	set yv zij
失誤	set j
失調	set tiu
失諸交臂	set zv gau bri
失讀症	set duk zij
失責	set zak
失足	set zuk
失蹄	set tei
失蹤	set zuj
失身	set sen
失身分	set sen fen
失迎	set yij
失迷	set mei
失運	set wen
失道	set dou
失道寡助	set dou gwa zo
失重	set cuj
失錯	set co
失陪	set pui
失陷	set ham
失靈	set lij
失面子	set min zi
失風	set fuj
失驚無神	set grj mou sen
失體統	set tei tuj
失體面	set tei min
失魂	set wen
失魂落魄	set wen lok pak
失魂魚	set wen yv
夷平	yi pij
夷戮	yi luk
夷曠	yi quoj
夷洲	yi zeu
夷滅	yi mid
夷為平地	yi wei pij dri
夷然	yi yin
夷狄	yi dik
夷猶	yi yeu
夷門	yi mun
夷陵	yi lij
夷陵區	yi lij kxi
夸克	qua hek
夾七夾八	gap cet gap bad
夾份	gap fen
夾克	gap hek
夾具	gap gxi
夾口供	gap heu guj
夾埋	gap mai
夾塞兒	gap sek yi
夾娃娃	grp wa wa
夾子	gap zi
夾尾巴	gap mri ba
夾屋	gap uk
夾層	gap cej
夾山國家森林公園	gap san gwok ga sem lem guj yvn
夾山寺	gap san zi
夾帶	gap dai
夾心	gap sem
夾心人	gap sem yen
夾心階層	gap sem gai cej
夾心餅	gap sem brj
夾手夾腳	gap seu gap gxk
夾批	gap pei
夾持	gap ci
夾擊	gap gik
夾攻	gap guj
夾斷	grp tvn
夾板	gap ban
夾板氣	gap ban hri
夾棍	gap gwen
夾江	gap goj
夾江縣	gap goj yvn
夾生	gap saj
夾生飯	gap saj fan
夾當	gap doj
夾當兒	gap doj yi
夾盤	gap pun
夾硬	gap jaj
夾竹桃	gap zuk tou
夾緊	gap gen
夾縫	gap fuj
夾肢窩	gap zi wo
夾腳	gip gxk
夾腳拖鞋	grp gxk to hai
夾萬	gap man
夾衲	gap nap
夾襖	gap ou
夾角	gap gok
夾計	gap gei
夾起尾巴	gap hri mri ba
夾道	gap dou
夾道歡迎	gap dou fun yij
夾鉗	gap kim
夾錢	gap cin
夾雜	gap zap
夾餡	gap ham
奀仔	jen zei
奀妹	jen mui
奀嫋嫋	jen niu niu
奀嫋鬼命	jen tiu gwei mrj
奀挑鬼命	jen tiu gwei mij
奀星	jen sij
奀瘦	jen seu
奀皮	jen pri
奀細	jen sei
奀雌雌	jen ci ci
奄列	yim lid
奄奄	yim yim
奄奄一息	yim yim yet sik
奄尖	yim zim
奄悶	yim mun
奇事	kri si
奇人	kri yen
奇偉	kri wei
奇偉果	kri wei gwo
奇偶	gri jeu
奇偶性	gri jeu sij
奇兵	kri bij
奇函數	gri ham sou
奇努克	kri nou hek
奇台	kri toi
奇台縣	kri toi yvn
奇士	kri si
奇妙	kri miu
奇崛	kri gwed
奇幻	kri wan
奇形怪狀	kri yij gwai zoj
奇彩	kri coi
奇志	kri zi
奇怪	kri gwai
奇恥大辱	kri ci dai yuk
奇才	kri coi
奇技	kri gri
奇摩	kri mo
奇數	gri sou
奇文	kri men
奇文共賞	kri men guj sxj
奇昆古尼亞熱	kri gwen gu nri a yid
奇昆古尼亞病毒	kri gwen gu nri a brj duk
奇景	kri gij
奇特	kri dek
奇珍	kri zen
奇珍異寶	kri zen yi bou
奇瑞	kri sxi
奇瓦瓦	kri ja ja
奇異	kri yi
奇異夸克	kri yi qua hek
奇異果	kri yi gwo
奇異筆	kri yi bed
奇禍	kri wo
奇絕	kri zvd
奇緣	kri yvn
奇缺	kri kvd
奇羨	kri sin
奇聞	kri men
奇能	kri nej
奇能異士	kri nej yi si
奇花異卉	kri fa yi wei
奇花異草	kri fa yi cou
奇葩	kri pa
奇葩異卉	kri pa yi wei
奇裝異服	kri zoj yi fuk
奇襲	kri zap
奇覽	kri lam
奇觀	kri gun
奇解	kri gai
奇談	kri tam
奇談怪論	kri tam gwai lxn
奇譎	kri kvd
奇貨可居	kri fo ho gxi
奇趣	kri cxi
奇跡	kri zik
奇蹄目	kri tei muk
奇蹄類	kri tei lxi
奇蹟	kri zik
奇遇	kri yv
奇醜	kri ceu
奇醜無比	kri ceu mou bri
奇門遁甲	kri mun dxn gap
奇離	kri lri
奇麗	kri lei
奈何	noi ho
奈佢唔何	noi kxi m ho
奈及利亞	noi kep lri a
奈曼	noi man
奈曼旗	noi man kri
奈洛比	noi lok bri
奈秒	noi miu
奈米	noi mei
奈良	noi lxj
奈良時代	noi lxj si doi
奈良縣	noi lxj yvn
奉上	fuj sxj
奉公	fuj guj
奉公剋己	fuj guj hek gri
奉公守法	fuj guj seu fad
奉勸	fuj hvn
奉化	fuj fa
奉化市	fuj fa si
奉召	fuj ziu
奉告	fuj gou
奉命	fuj mij
奉天	fuj tin
奉天承運	fuj tin sij wen
奉子成婚	fuj zi sij fen
奉承	fuj sij
奉承者	fuj sij zr
奉承討好	fuj sij tou hou
奉新	fuj sen
奉新縣	fuj sen yvn
奉旨	fuj zi
奉旨成婚	fuj zi sij fen
奉為圭臬	fuj wei gwei yid
奉獻	fuj hin
奉現	fuj yin
奉申賀敬	fuj sen ho gij
奉祀	fuj zi
奉節	fuj zid
奉節縣	fuj zit yvn
奉系	fuj hei
奉系軍閥	fuj hei gwen fed
奉職	fuj zik
奉若神明	fuj yxk sen mij
奉行	fuj hej
奉詔	fuj ziu
奉賢	fuj yin
奉賢區	fuj yin kxi
奉贈	fuj zej
奉辛比克黨	fuj sen bri hek doj
奉迎	fuj yij
奉送	fuj suj
奉還	fuj wan
奉陪	fuj pui
奉養	fuj yxj
奎寧	fui nij
奎寧水	fui nij sxi
奎屯	fui tvn
奎屯市	fui tvn si
奎托	fui tok
奎文	fui men
奎文區	fui men kxi
奎星	fui sij
奏帖	zeu tip
奏捷	zeu zid
奏摺	zeu zip
奏效	zeu hau
奏樂	zeu jok
奏章	zeu zxj
奏鳴曲	zeu mij kuk
奏鳴曲式	zeu mij kuk sik
契丹	kei dan
契乸	kei na
契仔	kei zei
契合	kei hep
契哥	kei go
契女	kei nxi
契妹	kei mui
契媽	kei ma
契家佬	kei ga lou
契家婆	kei ga po
契弟	kei dei
契據	kei gxi
契機	kei gri
契沙比克灣	kei sa bri hek wan
契爺	kei yr
契箭	kei zin
契約	kei yxk
契約橋牌	kei yxk kiu pai
契細佬	kei sei lou
契訶夫	kei ho fu
契闊	kit fud
奓腳	za gxk
奓鼻	za bri
奔命	ben mij
奔喪	ben soj
奔奔族	ben ben zuk
奔忙	ben moj
奔放	ben foj
奔月	ben yvd
奔波	ben bo
奔流	ben leu
奔瀉	ben sr
奔襲	ben zap
奔走	ben zeu
奔走相告	ben zeu sxj gou
奔赴	ben fu
奔跑	ben pau
奔逃	ben tou
奔頭	ben teu
奔頭兒	ben teu yi
奔馬	ben ma
奔馳	ben ci
奔騰	ben tej
奕奕	yik yik
奕訢	yik yen
奕詝	yik cv
套中人	tou zuj yen
套作	tou zok
套兒	tou yi
套利	tou lri
套利者	tou lri zr
套包	tou bau
套匯	tou wui
套印	tou yen
套取	tou cxi
套口供	tou heu guj
套問	tou men
套套	tou tou
套娃	tou wa
套子	tou zi
套戥	tou dej
套房	tou foj
套換	tou wun
套數	tou sou
套曲	tou kuk
套服	tou fuk
套期保值	tou kri bou zik
套牢	tou lou
套現	tou yin
套用	tou yuj
套疊	tou dip
套票	tou piu
套種	tou zuj
套筒	tou tuj
套筒扳手	tou tuj pan seu
套管	tou gun
套紅	tou huj
套索	tou sok
套結	tou gid
套繩	tou sij
套色	tou sik
套衫	tou sam
套衫兒	tou sam yi
套袖	tou zeu
套裙	tou quen
套裝	tou zoj
套褲	tou fu
套話	tou wa
套語	tou yv
套購	tou keu
套路	tou lou
套車	tou cr
套近乎	tou gen fu
套鐘	tou zuj
套間	tou gan
套鞋	tou hai
套餐	tou can
套馬	tou ma
套馬桿	tou ma gon
奚嘯伯	hei siu bak
奚落	hei lok
奠儀	din yi
奠基	din gri
奠基人	din gri yen
奠基石	din gri srk
奠基者	din gri zr
奠定	din dij
奠濟宮	din zei guj
奠祭	din zei
奠都	din dou
奠酒	din zeu
奢侈	cr ci
奢侈品	cr ci ben
奢入儉難	cr yep gim nan
奢易儉難	cr yi gim nan
奢望	cr moj
奢求	cr keu
奢泰	cr tai
奢盼	cr pan
奢糜	cr mri
奢華	cr wa
奢靡	cr mri
奢香	cr hxj
奢麗	cr lei
奧丁	ou dij
奧丁諧振器	ou dij hai zen hri
奧什	ou sep
奧克拉荷馬	ou hek lai ho ma
奧克拉荷馬州	ou hek lai ho ma zeu
奧克斯納德	ou hek si nap dek
奧克蘇斯河	ou hek sou si ho
奧克蘭	ou hek lan
奧切諾斯	ou cit nok si
奧利奧	ou lri ou
奧利安	ou lri on
奧匈帝國	ou huj dei gwok
奧卡姆剃刀	ou ka mou tei dou
奧古斯塔	ou gu si tap
奧古斯都	ou gu si dou
奧國	ou gwok
奧地利	ou dri lri
奧塞梯	ou sek tei
奧塞羅	ou coi lo
奧妙	ou miu
奧姆真理教	ou mou zen lri gau
奧委會	ou wei wui
奧威爾	ou wei yi
奧客	ou hak
奧密克戎	ou met hek yuj
奧巴馬	ou ba ma
奧布里	ou bou lri
奧康內爾	ou hoj noi yi
奧康納	ou hoj nap
奧德修斯	ou dek seu si
奧德賽	ou dek coi
奧托	ou tok
奧援	ou wun
奧數	ou sou
奧斯丁	ou si dij
奧斯卡	ou si ka
奧斯卡金像獎	ou si ka gem zxj zxj
奧斯威辛	ou si wei sen
奧斯威辛集中營	ou si wei sen zap zuj yij
奧斯曼	ou si man
奧斯曼帝國	ou si man dei gwok
奧斯汀	ou si dij
奧斯特洛夫斯基	ou si dek lok fu si gri
奧斯瓦爾德	ou si ja yi dek
奧斯維辛	ou si wei sen
奧斯陸	ou si luk
奧朗德	ou loj dek
奧林匹亞	ou lem pet a
奧林匹克	ou lem pet hek
奧林匹克精神	ou lem pet hek zij sen
奧林匹克運動會	ou lem pet hek wen duj wui
奧林匹克運動會組織委員會	ou lem pet hek wen duj wui zou zik wei yvn wui
奧林匹克體育場	ou lem pet hek tei yuk cxj
奧林巴斯	ou lem ba si
奧爾巴尼	ou yi ba nri
奧爾布賴特	ou yi bou lai dek
奧爾德尼島	ou yi dek nri dou
奧爾良	ou yi lxj
奧特曼	ou dek man
奧特朗托	ou dek loj tok
奧特朗托海峽	ou dek loj tok hoi hap
奧特萊斯	ou dek loi si
奧盧	ou lou
奧祕	ou bri
奧米伽	ou mei ga
奧米可戎	ou mei ho yuj
奧組委	ou zou wei
奧維耶多	ou wei yr do
奧臘涅斯塔德	ou lap nip si tap dek
奧蘭多	ou lan do
奧蘭群島	ou lan quen dou
奧西娜斯	ou sei na si
奧賴恩	ou lai yen
奧賽羅	ou coi lo
奧迪	ou dik
奧迪修斯	ou dik seu si
奧迹	ou zik
奧運	ou wen
奧運城市	ou wen sij si
奧運會	ou wen wui
奧運村	ou wen cvn
奧運賽	ou wen coi
奧里薩邦	ou lri sat boj
奧里里亞	ou lri lri a
奧陶系	ou tou hei
奧陶紀	ou tou gri
奧馬哈	ou ma ha
奧馬爾	ou ma yi
奧黛莉	ou doi lri
奧黛麗	ou doi lei
奪偶	dvt jeu
奪冠	dvt gun
奪取	dvt cxi
奪得	dvt dek
奪標	dvt biu
奪權	dvt kvn
奪目	dvt muk
奪眶而出	dvt hoj yi cxd
奪走	dvt zeu
奪金	dvt gem
奪門而出	dvt mun yi cxd
奪魁	dvt fui
奮不顧身	fen bet gu sen
奮力	fen lik
