双双	aaaa
肿块	dolz
高校	domd
竞标	domf
竞相	domg
亮相	domg
名模	domh
豪杰	domh
剖析	domj
高档	domw
襄樊	domx
高枝	domx
高楼	domx
高攀	domx
名额	dona
熟客	dona
高额	dona
敦实	dond
竞赛	donf
享用	donf
高寒	donf
部门	doni
豪门	doni
敲门	doni
名门	doni
豪宅	donj
就寝	donk
脚踏实地	donl
名册	donn
高官	donp
毫安	donr
名师	dont
敲定	dont
豪富	dont
高空	donv
召见	donw
高见	donw
名家	donx
名字	donz
哀叹	dooa
高唱	doob
哀鸣	doog
高中	dooi
高喊	dooj
敲响	dooj
高呼	dooj
熟路	dool
哀叫	dool
就叫	dool
召唤	door
名号	doot
哀号	doot
高限	dope
高层	dopf
部属	dopj
就职	dopo
部队	dopv
高阶	dopv
京剧	dopx
高贵	doqb
名贵	doqb
新中国	doqe
襄助	doqf
召回	doqo
哀思	doqu
部署	doqy
亮色	dord
竞争	dore
名角	dori
高危	dorj
烹饪	dorl
豪饮	dorl
高妙	dorm
哀婉	dorn
就象	doro
就好	dorz
高温	dosb
高粱	dosd
名流	dosd
商品流通	dosd
京沪	dosd
衰微	dose
高清	dosl
高深	dosn
名句	doso
名酒	dosu
高潮	dosx
高涨	dosz
高汤	dosz
名噪一时	dotb
高低	dotc
名列	dotd
名位	dotd
部位	dotd
哀切	dotd
就位	dotd
高位	dotd
剖开	doth
召开	doth
敲开	doth
豪迈	doth
召集	doti
就任	dotj
部件	dotk
哀伤	dotl
名作	dotl
高傲	dotl
毫末	dotm
脚踏两只船	dotn
亮丽	dotn
高速	doto
敦促	doto
哀歌	doto
高歌	doto
就像	dotr
豪华	dott
商品化	dott
熟化	dott
京华	dott
豪侠	dott
竞价	dotv
高平	dotv
高僧	dotv
高价	dotv
名优	dotx
部优	dotx
就来	dotx
高估	dotx
名下	doty
部下	doty
高下	doty
衷心	doui
名曲	doui
交响曲	doui
衷曲	doui
豪雨	doui
名单	dovb
部分	dovd
名分	dovd
熟食	dovd
高分	dovd
就会	dovf
享着	dovf
名人	dovi
熟人	dovi
部首	dovj
衰减	dovj
高企	dovl
名次	dovr
高耸	dovv
豪绅	dowb
高级	dowj
部级	dowj
高尚	down
名堂	down
就学	down
亮堂	down
商品经济	dows
就业	dowt
熟练	dowt
高兴	dowv
名誉	dowv
享誉	dowv
豪兴	dowv
亮光	doww
就绪	dowy
就有	doxd
享有	doxd
商品粮	doxd
高炉	doxd
敦煌	doxg
高雄	doxg
毫米	doxi
就在	doxi
京九	doxi
竞卖	doxj
竞猜	doxj
毫克	doxo
名烟	doxq
哀求	doxx
胸中有数	doxx
高烧	doxx
部类	doxy
高发	doya
毫发	doya
京都	doyb
就餐	doyd
哀恸	doyf
高大	doyi
肿大	doyi
高频	doyj
豪情	doyl
衷情	doyl
立足点	doyo
亮点	doyo
高考	doys
衰老	doyt
哀怜	doyv
豪爽	doyx
哀悼	doyy
高达	doyz
高教	doyz
亭子	dozi
衰弱	dozs
高强	dozs
豪强	dozs
服务	dpaj
服务员	dpao
扇贝	dpbi
邮电	dpbl
邮购	dpbs
邮票	dpcf
服软	dpcr
夕阳西下	dpct
服输	dpcv
邮轮	dpcv
扇区	dpcx
肩膀	dpdd
肩头	dpdd
雇主	dpde
房产	dpdj
房市	dpdn
脓肿	dpdo
邮亭	dpdo
翩翩	dpdp
肩胛	dpdq
予取予求	dpdx
户外	dpdy
启迪	dpdz
高屋建瓴	dpev
扁担	dpfb
启动	dpfg
肩扛	dpfi
启示	dpfm
肩挑	dpfv
扁鹊	dphb
启蒙	dphn
启程	dpho
房租	dphq
交际花	dpht
服药	dphw
雇工	dpii
扉页	dpjb
服了	dpji
邮戳	dpjj
遍历	dpjj
新阶段	dpjk
充耳不闻	dpjn
新局面	dpjq
服膺	dpjt
肇庆	dpjy
遍及	dpjz
户籍	dpke
服装	dpkl
邮箱	dpkm
房管	dpkn
邮筒	dpkn
服气	dpkz
遍地	dplc
房地产	dpld
交际舞	dplh
肩上	dpli
启封	dpll
服毒	dplq
启齿	dplw
房檐	dpmr
房客	dpna
房间	dpnb
立陶宛	dpnd
启用	dpnf
服用	dpnf
雇用	dpnf
服帖	dpni
房门	dpni
邮船	dpns
户内	dpnv
邮寄	dpny
雇员	dpob
户口	dpoi
翩跹	dpol
邮品	dpoo
邮展	dpph
房展	dpph
邮局	dppj
房屋	dppt
肩负	dprb
服色	dprd
肇始	dprg
服饰	dprl
邮汇	dpsc
邮包	dpse
房源	dpsj
服役	dpsw
服刑	dpth
户型	dpth
扇形	dpth
邮集	dpti
新陈代谢	dpti
房顶	dptj
邮件	dptk
邮政	dptl
服侍	dptl
房东	dptm
雇佣	dptn
肇事	dpto
启事	dpto
邮袋	dptv
服食	dpvd
邮差	dpvf
房舍	dpvf
竭尽全力	dpvj
邮资	dpvr
高层次	dpvr
服从	dpvv
邮递	dpvz
邮编	dpwd
遍布	dpxn
户数	dpxr
启发	dpya
服老	dpyt
房子	dpzi
扇子	dpzi
房改	dpzl
邮费	dpzs
禀赋	dqbf
充其量	dqbt
颤音	dqdb
腮腺	dqdg
胭脂	dqdt
颤抖	dqfd
颤动	dqfg
禀报	dqfp
为国捐躯	dqfr
迪斯科	dqhd
望其项背	dqik
外国语	dqiw
为期不远	dqjf
禀告	dqjl
外国籍	dqke
鹬蚌相争，渔翁得利	dqmh
鹬蚌相争	dqmr
新四军	dqnc
外圆内方	dqnd
敲骨吸髓	dqoq
迪斯尼	dqpt
巴基斯坦	dqql
忘恩负义	dqrd
颤悠	dqti
章回体	dqtm
外国货	dqtt
胆固醇	dqud
外国人	dqvi
文具盒	dqvt
刻骨铭心	dqvu
月黑风高	dqwd
胭红	dqwi
禀性	dqyj
竞争对手	draj
高尔夫球	drfe
巴尔干	drfi
高尔夫	drfv
巴尔扎克	drfx
新婚燕尔	drhr
多如牛毛	drkj
文如其人	drqv
多媒体	drtm
亲如一家	drtn
放射线	drwf
变色龙	drxt
脆性	dryj
永久性	dryj
脆弱	drzs
交流电	dsbl
新德里	dsbl
高清晰	dsbm
肺活量	dsbt
胸章	dsdb
哀鸿遍野	dsdb
脑满肠肥	dsdd
胸臆	dsdd
胸腺	dsdg
胸膜	dsdh
旅游胜地	dsdl
胸腔	dsdn
胸部	dsdo
胸脯	dsdt
胸膛	dsdw
文汇报	dsfp
眉清目秀	dsgh
胸廓	dsjd
胸襟	dsjk
肥水不流外人田	dsjq
由浅入深	dsjs
竭泽而渔	dsjs
高潮迭起	dskl
胸墙	dslx
胸卡	dsly
胸椎	dsmt
胸中	dsoi
胸口	dsoi
胞兄	dsow
胸骨	dsqd
胸围	dsqf
旅游团	dsqx
胸罩	dsqy
胞妹	dsrf
胸鳍	dsrt
胸径	dssz
放浪形骸	dstq
胸像	dstr
名满天下	dstt
高水平	dstv
胸前	dsvd
夜深人静	dsvl
旅游资源	dsvs
胸针	dsvx
外汇券	dsvy
胞弟	dsvz
望洋兴叹	dswo
勇往直前	dsxv
旁征博引	dsxz
胸怀	dsyj
高消费	dszs
夜叉	dtad
预备	dtaq
夜景	dtbd
褒贬	dtbj
夜里	dtbl
夜晚	dtbr
外焦里嫩	dtbr
通俗易懂	dtby
夜车	dtci
柔软	dtcr
新一轮	dtcv
矛头	dtdd
通货膨胀	dtdd
脂肪	dtdd
变化多端	dtdd
胰腺	dtdg
膈膜	dtdh
肺腑	dtdj
站住脚	dtdl
方便之门	dtdn
夜市	dtdn
胎死腹中	dtdo
脂膏	dtdo
褒义	dtdx
柔肠	dtdz
由来已久	dter
夜班	dtey
预提	dtfb
柔韧	dtfj
矜持	dtfl
预示	dtfm
变化无穷	dtfn
预报	dtfp
预热	dtfx
预留	dtgd
眉开眼笑	dtgk
眉来眼去	dtgl
夜幕	dthb
预科	dthd
预期	dthe
文化程度	dthj
文化艺术	dthm
夜莺	dthn
柔和	dtho
预警	dths
变化莫测	dths
预谋	dtih
预言	dtii
通俗读物	dtij
名正言顺	dtim
就事论事	dtit
预订	dtit
预计	dtix
新仇旧恨	dtiy
为什么	dtjg
肺痨	dtjh
预习	dtji
矛盾	dtjj
预后	dtjj
新华书店	dtjj
预告	dtjl
预先	dtjl
预选	dtjl
忍俊不禁	dtjm
肺癌	dtjo
方便面	dtjq
刻画入微	dtjs
放任自流	dtjs
肺病	dtjt
预感	dtjt
义正辞严	dtjt
脱颖而出	dtju
预祝	dtjy
新华社	dtjy
夜视	dtjy
褒奖	dtkd
预算	dtkg
预制	dtkn
股份制	dtkn
名列第一	dtkt
新天地	dtlc
予以	dtld
立体声	dtld
预收	dtli
通信地址	dtll
预知	dtly
夜场	dtlz
夜校	dtmd
预想	dtmg
高低杠	dtmi
柔顺	dtmj
名列榜首	dtmv
夜间	dtnb
预审	dtnb
预赛	dtnf
预览	dtnk
文化宫	dtno
预案	dtnr
预定	dtnt
夜阑	dtnt
新华字典	dtnu
夜空	dtnv
预见	dtnw
夜宵	dtnw
通信员	dtob
变速器	dtoo
通信卫星	dtpb
预防	dtpd
放下屠刀	dtpd
预展	dtph
邮政局	dtpj
放下屠刀，立地成佛	dtpt
豫剧	dtpx
名副其实	dtqn
头一回	dtqo
预期	dtqv
预置	dtqx
文化娱乐	dtrc
夜色	dtrd
柔媚	dtrd
柔婉	dtrn
柔嫩	dtrt
意下如何	dtrt
遍体鳞伤	dtrt
预测	dtsb
胰液	dtsd
旗开得胜	dtsd
预演	dtsn
柔润	dtsn
肺泡	dtss
文化水平	dtst
豪华型	dtth
预售	dtti
新一代	dttv
文件夹	dttv
预估	dttx
预付	dttx
夜来	dttx
柔美	dtve
名列前茅	dtvh
柔道	dtvj
高速公路	dtvo
头一次	dtvr
预兆	dtvw
产供销	dtvw
夜半	dtvx
邮政编码	dtwc
褒赏	dtwn
柔细	dtwq
预约	dtws
夜光	dtww
预支	dtxa
预料	dtxd
高歌猛进	dtxf
预存	dtxi
腻烦	dtxj
夜袭	dtxt
怨天尤人	dtxv
脂粉	dtxv
肺炎	dtxx
齐天大圣	dtya
夜餐	dtyd
预卜	dtyi
夜大	dtyi
柔性	dtyj
柔情	dtyl
预考	dtys
月下老人	dtyv
文化大革命	dtyv
柔弱	dtzs
朋比为奸	dudr
离心离德	duds
脑震荡	duhs
放心不下	dujt
通配符	dukt
文心雕龙	dunx
齐心合力	duvj
齐心协力	duxj
交叉	dvad
交欢	dvar
交账	dvbk
郊野	dvbl
效果	dvbm
交易	dvbs
郊区	dvcx
脱轨	dvcx
脱胎	dvdg
六月	dvdi
脱肛	dvdi
脱产	dvdj
多姿多彩	dvdj
名人效应	dvdj
六腑	dvdj
脱衣	dvdk
立锥之地	dvdl
交通	dvdn
肩并肩	dvdp
亡命之徒	dvds
脱脂	dvdt
新人新事	dvdt
效率	dvdv
腾腾	dvdv
效率	dvdw
六畜	dvdw
脱离	dvdx
郊外	dvdy
脱岗	dven
交班	dvey
交接	dvfd
腾挪	dvfj
敲锣打鼓	dvfl
交换	dvfr
盲人摸象	dvfr
交替	dvfv
脱掉	dvfy
效能	dvgd
脱臼	dvgi
盲人瞎马	dvgs
交兵	dvgv
脱稿	dvhd
效劳	dvhn
脱节	dvhp
脱落	dvhs
交警	dvhs
交税	dvhv
交工	dvii
站着说话不腰疼	dvij
交谊	dvin
脸谱	dviv
交谈	dvix
腾讯	dviz
脱皮	dvja
脸皮	dvja
六百	dvjb
脱手	dvjf
脱毛	dvjf
交手	dvjf
胖瘦	dvjg
效力	dvji
脸蛋	dvjl
为人所知	dvjl
六合彩	dvjm
亡羊补牢	dvjn
交加	dvjo
脸面	dvjq
效应	dvjw
衣锦还乡	dvjw
六千	dvjx
脸庞	dvjx
交还	dvjy
脱氧	dvkz
脸上	dvli
脱壳	dvln
充分肯定	dvln
文人相轻	dvmc
交椅	dvmy
效用	dvnf
交割	dvnf
脱帽	dvni
腾空	dvnv
邮递员	dvob
脱口	dvoi
效忠	dvoi
交响	dvoj
腾跃	dvol
离合器	dvoo
为人民服务	dvpa
交际	dvpf
交尾	dvpj
脱险	dvpv
脱困	dvqm
交困	dvqm
交界	dvqv
脸色	dvrd
脱色	dvrd
交媾	dvrf
脱身	dvri
童养媳	dvrj
脱兔	dvro
交好	dvrz
交汇	dvsc
交流	dvsd
交往	dvsd
脱水	dvsi
交待	dvsl
效法	dvsl
巴拿马	dvst
效验	dvst
交涉	dvsy
效仿	dvtd
脱位	dvtd
效死	dvtd
意欲何为	dvtd
脸型	dvth
六万	dvth
脱颖	dvth
脸形	dvth
交集	dvti
高人一等	dvtk
交互	dvtl
脱贫致富	dvtn
交融	dvto
为人作嫁	dvtr
夜半更深	dvts
衣食住行	dvts
交货	dvtt
交代	dvtv
脱俗	dvtv
脸颊	dvtv
交付	dvtx
脱下	dvty
腾出	dvue
交出	dvue
交心	dvui
交配	dvuz
交锋	dvva
脱贫	dvvd
膳食	dvvd
脸盆	dvvd
交钱	dvvf
交差	dvvf
夜总会	dvvf
交公	dvvg
主人翁	dvvg
交错	dvvh
率领	dvvj
脱钩	dvvs
效益	dvvv
脱销	dvvw
脱逃	dvvw
外资企业	dvvw
脸红	dvwi
交纳	dvwn
交织	dvwo
鸾翔凤集	dvwt
交给	dvwv
交友	dvxa
脱粒	dvxd
胜券在握	dvxf
六十	dvxi
交火	dvxi
脱发	dvya
高姿态	dvyd
充分发挥	dvyf
效颦	dvyj
交情	dvyl
交战	dvyo
交点	dvyo
腾达	dvyz
胖子	dvzi
高分子	dvzi
脸孔	dvzl
腾飞	dvzv
股票	dwcf
肌腱	dwde
肌肤	dwdf
畜产	dwdj
股市	dwdn
立党为公，执政为民	dwdp
脱缰之马	dwds
立党为公	dwdv
飒然	dwdy
新纪录	dwes
望风捕影	dwfb
方兴未艾	dwfh
望风披靡	dwfj
名誉扫地	dwfl
玄武	dwfl
通风报信	dwft
股指	dwft
新纪元	dwfw
变幻无常	dwfw
玄远	dwfw
文学艺术	dwhm
股利	dwhn
多线程	dwho
变幻莫测	dwhs
名缰利锁	dwhv
股评	dwit
畜牧	dwjf
股息	dwjg
畜力	dwji
率先	dwjl
畜生	dwjl
玄奥	dwjn
腥风血雨	dwju
望风而逃	dwjv
玄乎	dwjv
离乡背井	dwkf
股长	dwki
多党制	dwkn
这几年	dwlc
就业培训	dwli
股权	dwma
肺结核	dwmd
玄想	dwmg
股本	dwmt
玄机	dwmw
壅塞	dwnf
肌肉	dwnv
雍容	dwnv
股灾	dwnx
文学家	dwnx
股民	dwpt
股骨	dwqd
文学界	dwqv
玄妙	dwrm
股海	dwsl
产业政策	dwtk
雍正	dwtl
股东	dwtm
肌体	dwtm
腰缠万贯	dwtq
产业化	dwtt
股份	dwtv
刀光剑影	dwvb
畜养	dwve
股金	dwvi
率领	dwvj
商业银行	dwvs
离经叛道	dwvv
膛线	dwwf
产业结构	dwwm
新风尚	dwwn
玄学	dwwn
文绉绉	dwwr
率真	dwxq
畜类	dwxy
商业性	dwyj
亢奋	dwyq
玄虚	dwyw
飒爽	dwyx
玄孙	dwzm
义务	dxaj
这条	dxam
齐备	dxaq
文戏	dxax
文明	dxbd
辩明	dxbd
这里	dxbl
这是	dxbt
辩题	dxbt
离题	dxbt
剂量	dxbt
这时	dxbx
文雅	dxci
离石	dxci
这辆	dxct
这匹	dxcw
文章	dxdb
意料之外	dxdd
这头	dxdd
离弃	dxdg
义旗	dxdh
多才多艺	dxdh
瓣膜	dxdh
斋月	dxdi
文盲	dxdl
义勇	dxdn
齐名	dxdo
这就	dxdo
意料之中	dxdo
离京	dxdo
文豪	dxdo
这扇	dxdp
文胸	dxds
辛辛	dxdx
辛辣	dxdx
义肢	dxdx
辛亥	dxdy
毅然	dxdy
义理	dxeb
文理	dxeb
文玩	dxef
离异	dxeh
离岸	dxej
这群	dxej
离岗	dxen
齐奏	dxev
辩护	dxfd
文摘	dxfd
义拍	dxfg
就在于	dxfi
文武	dxfl
意犹未尽	dxfp
这帮	dxfp
这批	dxfu
炙热	dxfx
辩白	dxgi
这台	dxgo
离散	dxhd
文萃	dxhd
文科	dxhd
文稿	dxhd
辛劳	dxhn
这种	dxho
辛勤	dxho
文革	dxhp
辩称	dxhr
文莱	dxht
文秘	dxhu
辛苦	dxhx
文艺	dxhz
义工	dxii
文言	dxii
这项	dxij
义项	dxij
多米诺骨牌	dxik
辨识	dxio
辨证法	dxis
辨证	dxit
辩证	dxit
辩论	dxiv
辨认	dxiv
离谱	dxiv
文库	dxjc
享有盛名	dxjd
为数不多	dxjd
文物	dxjf
辣手	dxjf
辩手	dxjf
这么	dxjg
毅力	dxji
文书	dxjj
胸有成竹	dxjk
这段	dxjk
文选	dxjl
文采	dxjm
这面	dxjq
这座	dxjv
享有盛誉	dxjw
这番	dxjx
紊乱	dxjx
这边	dxjz
这篇	dxkd
这将	dxkd
这片	dxki
文笔	dxkj
义气	dxkz
文气	dxkz
文责	dxlb
文静	dxld
离境	dxld
齐声	dxld
这款	dxlf
文坛	dxlf
离去	dxlg
义士	dxli
这些年	dxll
这些	dxlt
义齿	dxlw
这场	dxlz
这块	dxlz
离格	dxma
离校	dxmd
辨析	dxmj
离析	dxmj
这桩	dxmj
辣椒	dxml
文本	dxmt
这本	dxmt
这样	dxmv
市直机关	dxmv
文档	dxmw
高精尖	dxmy
离间	dxnb
义军	dxnc
名存实亡	dxnd
义赛	dxnf
文宗	dxnf
这幅	dxni
通过鉴定	dxnn
文官	dxnp
这般	dxns
这家	dxnx
离家	dxnx
文字	dxnz
齐唱	dxob
文员	dxob
文中	dxoi
辨别	dxoj
离别	dxoj
文号	dxot
这只	dxov
文史	dxox
离职	dxpo
文职	dxpo
离队	dxpv
文联	dxpv
文具	dxqe
文墨	dxqh
这回	dxqo
义母	dxqs
文思	dxqu
离婚	dxrc
肢解	dxrd
辩解	dxrd
文过饰非	dxre
义女	dxri
郎才女貌	dxrj
斋饭	dxrl
文饰	dxrl
文过饰非	dxrn
文娱	dxro
齐射	dxrx
文汇报	dxsf
离港	dxsh
辨清	dxsl
义演	dxsn
文句	dxso
辩驳	dxst
离骚	dxst
这位	dxtd
离开	dxth
斋戒	dxth
齐集	dxti
这一	dxti
文集	dxti
文凭	dxtj
离任	dxtj
文件	dxtk
这件	dxtk
肢体	dxtm
离休	dxtm
文体	dxtm
朋友们	dxtn
齐整	dxto
文化	dxtt
这份	dxtv
这伙	dxtx
这一点	dxty
这下	dxty
辛酸	dxug
齐心	dxui
离心	dxui
放在心上	dxul
齐全	dxve
这个	dxvi
文人	dxvi
这次	dxvr
离合	dxvt
义父	dxvx
文献资料	dxvx
义弟	dxvz
离线	dxwf
这儿	dxwi
通过学习	dxwj
文学	dxwn
义举	dxwv
文风	dxwx
辩友	dxxa
勇猛精进	dxxf
文火	dxxi
义卖	dxxj
辩才	dxxj
文才	dxxj
文献	dxxn
吝啬	dxxv
这类	dxxy
吝惜	dxyh
齐步	dxyi
离情	dxyl
这点	dxyo
离奇	dxyt
文教	dxyz
义子	dxzi
脖子	dxzi
脖颈	dxzi
辫子	dxzi
离子	dxzi
这张	dxzs
文弱	dxzs
外务	dyaj
外观	dyan
外景	dybd
外星	dybj
外电	dybl
然则	dybn
外遇	dybn
外财	dybx
站票	dycf
外码	dycs
刻意	dydb
外交部	dydd
胆大妄为	dydd
外头	dydd
新老交替	dydf
外胎	dydg
外族	dydh
外方	dydh
站立	dydi
腌臜	dydj
外衣	dydk
亦步亦趋	dydl
外商	dydn
外部	dydo
膀大腰圆	dydq
外交	dydv
外文	dydx
站岗	dyen
刻印	dyep
刻录	dyes
外接	dyfd
外运	dyfg
外援	dyfj
外挂	dyfl
文恬武嬉	dyfr
外扬	dyfz
外贸	dygd
站台	dygo
外科	dyhd
意大利	dyhn
外勤	dyho
站稳	dyhr
刻薄	dyhs
飒爽英姿	dyhv
刻苦	dyhx
外功	dyij
外调	dyin
外语	dyiw
外设	dyiw
外皮	dyja
外貌	dyjg
刻度	dyjh
外力	dyji
然后	dyjj
外甥	dyjl
外延	dyjl
然而	dyjn
外币	dyjn
外向	dyjn
外加	dyjo
外面	dyjq
亲者痛，仇者快	dyjy
外边	dyjz
外籍	dyke
站长	dyki
外长	dyki
毫情壮志	dykl
豪情壮志	dykl
外地	dylc
胸怀坦荡	dylh
外埠	dylj
义愤填膺	dylj
外表	dylk
外壳	dyln
外域	dylt
主战场	dylz
外相	dymg
外省	dymj
刻板	dymj
外间	dynb
柔情蜜意	dynd
放虎归山	dyne
外用	dynf
外寇	dynf
外宾	dyng
胸怀宽广	dynj
站定	dynt
外家	dynx
刻字	dynz
外患	dyoo
外号	dyot
离情别绪	dyow
外史	dyox
外层	dypf
外耳	dypi
站队	dypv
刻骨	dyqd
外国	dyqe
外围	dyqf
外县	dyqf
外界	dyqv
外因	dyqy
外罩	dyqy
外姓	dyrj
多快好省	dyrm
外汇	dysc
外流	dysd
外包	dyse
外行	dysf
外婆	dysj
腌渍	dysl
胆大包天	dyst
外溢	dysv
外侧	dytb
站住	dytd
外传	dytf
外形	dyth
由点到面	dytj
外债	dytl
外伤	dytl
外事	dyto
刻画	dytq
柔情似水	dyts
为虎作伥	dytt
外来	dytx
胯下	dyty
外出	dyue
外心	dyui
外需	dyuj
外露	dyuo
胆大心细	dyuw
胆战心惊	dyuy
放大镜	dyvd
站着	dyvf
外公	dyvg
外人	dyvi
外道	dyvj
外资	dyvr
外逃	dyvw
外销	dyvw
外线	dywf
外乡	dywj
主教练	dywt
刻有	dyxd
站在	dyxi
外在	dyxi
外卖	dyxj
通情达理	dyye
外频	dyyj
外套	dyyk
胸怀大志	dyyl
站点	dyyo
外快	dyyz
外孙	dyzm
之冬	dzad
之处	dzay
之日	dzbi
之星	dzbj
之时	dzbx
之旅	dzdh
肠衣	dzdk
之夜	dzdt
之交	dzdv
市盈率	dzdw
之外	dzdy
之春	dzev
之二	dzfi
之势	dzfx
之和	dzho
之秋	dzhx
之计	dzix
之谜	dzix
之夏	dzjg
高强度	dzjh
之力	dzji
之后	dzjj
之初	dzjk
之所以	dzjl
肠癌	dzjo
迪厅	dzjt
望子成龙	dzjx
之年	dzlc
之声	dzld
之上	dzli
之极	dzmj
之间	dznb
之内	dznv
之窗	dznv
之家	dznx
外强中干	dzof
之中	dzoi
刀子嘴，豆腐心	dzou
之际	dzpf
肠胃	dzqd
之争	dzre
眉飞色舞	dzrl
之流	dzsd
之行	dzsf
之下	dztd
之列	dztd
之至	dztg
之一	dzti
之下	dzty
之心	dzui
之前	dzvd
之分	dzvd
肠道	dzvj
之首	dzvj
之余	dzvt
新疆维吾尔自治区	dzwc
肠炎	dzxx
之类	dzxy
之情	dzyl
之战	dzyo
肠子	dzzi
峰峦	eadm
玫瑰	eaeg
寻欢作乐	eatc
峰顶	eatj
理赔	ebbd
耗电量	ebbt
理财	ebbx
理由	ebdi
璎珞	ebea
理亏	ebfs
理睬	ebgj
理科	ebhd
春暖花开	ebht
理工	ebii
理论	ebiv
理疗	ebjj
理应	ebjw
即景生情	ebjy
三星堆	eblt
理智	ebly
理想	ebmg
理顺	ebmj
理喻	ebov
理屈	ebpu
理解	ebrd
山明水秀	ebsh
理清	ebsl
理事	ebto
理化	ebtt
理会	ebvf
理念	ebvj
理当	ebwe
理学	ebwn
理发	ebya
理性	ebyj
岩石	ecci
三轮车	ecci
崭新	ecdm
岩浆	eckd
岩盐	ecly
山西省	ecmj
岩层	ecpf
岩洞	ecsn
岩溶	ecsn
玉石俱焚	ectm
岩画	ectq
岩心	ecui
王码五笔	ecwk
泰然处之	edad
玉照	edbd
玉石	edci
异端邪说	edci
崇文区	edcx
岁月	eddi
三头六臂	eddp
琼脂	eddt
斑斓	eddx
斑斑	eded
巍然屹立	eded
玉山	edei
峨眉山	edei
嵩山	edei
琼瑶	edej
璇玑	edew
寻章摘句	edfs
玉指	edft
斑白	edgi
玉帛	edgn
岁暮	edhb
玉带	edhn
录音带	edhn
斑痕	edje
玉手	edjf
泰然自若	edjh
玉成	edjj
斑竹	edki
崩塌	edlb
肃然起敬	edlh
崩坍	edln
玉树	edma
录音机	edmw
玉雕	ednl
崩盘	edns
玉器	edoo
岁月蹉跎	edoo
王永民	edpt
玉色	edrd
玉女	edri
既然如此	edrl
玉玺	edrm
玉兔	edro
玉溪	edsj
崩溃	edsq
斑驳	edst
崩裂	edtd
岁修	edti
班主任	edtj
玉体	edtm
岁末	edtm
建立健全	edtv
玉佩	edtw
三部曲	edui
玉兰	edve
岁首	edvj
玉镯	edvq
斑纹	edwd
斑鸠	edxg
玉米	edxi
三六九等	edxk
岁数	edxr
斑点	edyo
瑞星	eebj
峥嵘岁月	eeed
琵琶	eeee
崇山峻岭	eeee
璀璨	eeey
退耕还林	eejm
泰山压顶	eejt
瑞士	eeli
山崩地裂	eelt
玻璃窗	eenv
三环路	eeol
琳琅满目	eesg
珍珠港	eesh
山珍海味	eeso
岌岌可危	eetr
瑞雪	eeue
瑞典	eeuv
琴键	eeve
蠢蠢欲动	eevf
玻璃钢	eevn
玻璃纸	eewc
三山五岳	eewg
瑟缩	eewn
璀璨夺目	eeyg
建账	efbk
玩转	efcf
玩票	efcf
玩乐	efcm
玩意	efdb
建立	efdi
建房	efdp
建交	efdv
玩弄	efeh
建于	effi
建委	efhr
建议	efid
建功	efij
建设	efiw
玩物	efjf
建厂	efji
建成	efjj
建造	efjl
玩耍	efjn
建筑	efki
玩笑	efkj
建制	efkn
建起	efll
建树	efma
建构	efms
建档	efmw
建材	efmx
建军	efnc
玩家	efnx
玩味	efof
玩具	efqe
建国	efqe
玩忽	efss
玩偶	eftb
建仓	efvc
玩命	efvt
玩赏	efwn
玩火	efxi
建都	efyb
即景	egbd
即日	egbi
既是	egbt
即时	egbx
既要	egcr
即刻	egdy
既然	egdy
峻岭	egev
峻峭	egew
既无	egfl
既能	eggd
秦皇岛	egge
碧蓝	eghn
即席	egjh
既而	egjn
碧血	egjq
既不	egjy
即将	egkd
瑰宝	egne
既定	egnt
碧空	egnv
碧波	egsj
即位	egtd
瑰丽	egtn
即可	egto
即使	egtt
即便	egtt
即令	egvj
碧绿	egwe
即兴	egwv
既有	egxd
玉皇大帝	egyd
异日	ehbi
珠穆朗玛峰	ehde
异端	ehde
巍然	ehdy
巍巍	eheh
崂山	ehei
巍峨	ehej
异香扑鼻	ehfj
异邦	ehfp
春花秋月	ehhd
印花税	ehhv
异议	ehid
异读	ehix
奉若神明	ehjb
异物	ehjf
玩世不恭	ehjh
异彩	ehjm
嵌入	ehjn
异乎	ehjv
异地	ehlc
异趣	ehll
异域	ehlt
弄权	ehma
异样	ehmv
寻花问柳	ehnm
异同	ehnt
异味	ehof
异国	ehqe
异姓	ehrj
弄得	ehsb
弄清	ehsl
弄到	ehtg
异体	ehtm
异化	ehtt
异心	ehui
群英会	ehvf
弄错	ehvh
异乡	ehwj
异常	ehwn
玻利维亚	ehwt
异类	ehxy
异步	ehyi
异性	ehyj
嵌套	ehyk
春秋战国	ehyq
异己	ehzl
三星	eibj
山野	eibl
三则	eibn
已是	eibt
山西	eici
理论研究	eicn
王码	eics
三轮	eicv
山区	eicx
山腰	eidc
山头	eidd
山脉	eidd
王族	eidh
三月	eidi
三产	eidj
山脚	eidl
山峦	eidm
建功立业	eidw
已然	eidy
山峰	eiea
山崖	eiej
三峡	eiet
山峡	eiet
山珍	eiev
山岭	eiev
山巅	eiex
已于	eifi
山势	eifx
山岳	eige
山泉	eigs
理工科	eihd
山芋	eihf
三种	eiho
山茶	eihv
山药	eihw
三秋	eihx
三百	eijb
弄巧成拙	eijf
王后	eijj
已成	eijj
山庄	eijl
王府	eijt
山系	eijw
三千	eijx
已将	eikd
王牌	eikg
三等	eikl
山地	eilc
肃静	eild
理论上	eili
山上	eili
山坡	eilj
山城	eilj
山坳	eilw
已知	eily
王权	eima
山川	eimi
山林	eimm
山麓	eimm
